make[4]: Entering directory '/mnt/git-volume/linux-mainline'
make[5]: Entering directory '/mnt/git-volume/kernel-test-mainline/build/tinynsconfig-x86_64'
#
# configuration written to .config
#
Using .config as base
Merging /mnt/git-volume/linux-mainline/kernel/configs/tiny.config
Value of CONFIG_KERNEL_XZ is redefined by fragment /mnt/git-volume/linux-mainline/kernel/configs/tiny.config:
Previous value: # CONFIG_KERNEL_XZ is not set
New value: CONFIG_KERNEL_XZ=y

Value of CONFIG_CC_OPTIMIZE_FOR_SIZE is redefined by fragment /mnt/git-volume/linux-mainline/kernel/configs/tiny.config:
Previous value: # CONFIG_CC_OPTIMIZE_FOR_SIZE is not set
New value: CONFIG_CC_OPTIMIZE_FOR_SIZE=y

Value of CONFIG_SLUB_TINY is redefined by fragment /mnt/git-volume/linux-mainline/kernel/configs/tiny.config:
Previous value: # CONFIG_SLUB_TINY is not set
New value: CONFIG_SLUB_TINY=y

Merging /mnt/git-volume/linux-mainline/arch/x86/configs/tiny.config
Value of CONFIG_UNWINDER_GUESS is redefined by fragment /mnt/git-volume/linux-mainline/arch/x86/configs/tiny.config:
Previous value: # CONFIG_UNWINDER_GUESS is not set
New value: CONFIG_UNWINDER_GUESS=y

#
# merged configuration written to .config (needs make)
#
#
# configuration written to .config
#
make[5]: Leaving directory '/mnt/git-volume/kernel-test-mainline/build/tinynsconfig-x86_64'
make[4]: Leaving directory '/mnt/git-volume/linux-mainline'
make[4]: Entering directory '/mnt/git-volume/linux-mainline'
make[5]: Entering directory '/mnt/git-volume/kernel-test-mainline/build/tinynsconfig-x86_64'
.config:1449:warning: override: reassigning to symbol PRINTK
.config:1453:warning: override: reassigning to symbol TTY
.config:1456:warning: override: reassigning to symbol BLK_DEV_INITRD
.config:1460:warning: override: reassigning to symbol BINFMT_ELF
.config:1461:warning: override: reassigning to symbol BINFMT_SCRIPT
.config:1483:warning: override: reassigning to symbol CGROUPS
.config:1487:warning: override: reassigning to symbol PROC_FS
.config:1488:warning: override: reassigning to symbol NET
.config:1490:warning: override: reassigning to symbol TMPFS
.config:1491:warning: override: reassigning to symbol SYSVIPC
.config:1492:warning: override: reassigning to symbol FUTEX
#
# configuration written to .config
#
make[5]: Leaving directory '/mnt/git-volume/kernel-test-mainline/build/tinynsconfig-x86_64'
make[4]: Leaving directory '/mnt/git-volume/linux-mainline'
make[4]: Entering directory '/mnt/git-volume/linux-mainline'
make[5]: Entering directory '/mnt/git-volume/kernel-test-mainline/build/tinynsconfig-x86_64'
  SYNC    include/config/auto.conf.cmd
  DESCEND objtool
  UPD     include/config/kernel.release
  UPD     include/generated/utsrelease.h
  CC      scripts/mod/devicetable-offsets.s
  UPD     scripts/mod/devicetable-offsets.h
  HOSTCC  scripts/mod/file2alias.o
  HOSTLD  scripts/mod/modpost
  CC      arch/x86/kernel/asm-offsets.s
  CC      kernel/sched/rq-offsets.s
  GEN     usr/initramfs_data.cpio
  CC      arch/x86/boot/startup/gdt_idt.o
  COPY    usr/initramfs_inc_data
  AS      usr/initramfs_data.o
  CC      init/main.o
  AR      usr/built-in.a
  CC      kernel/fork.o
  CC      mm/filemap.o
  CC      arch/x86/boot/startup/map_kernel.o
  OBJCOPY arch/x86/boot/startup/gdt_idt.pi.o
  OBJCOPY arch/x86/boot/startup/map_kernel.pi.o
  AR      arch/x86/boot/startup/built-in.a
  CC      arch/x86/entry/syscall_64.o
  UPD     init/utsversion-tmp.h
  CC      init/do_mounts.o
  CC      arch/x86/entry/common.o
  CC      kernel/exec_domain.o
  CC      mm/mempool.o
  CC      init/do_mounts_initrd.o
  CC      arch/x86/entry/vdso/vma.o
  CC      kernel/exec_state.o
  CC      mm/oom_kill.o
  CC      kernel/panic.o
  CC      arch/x86/entry/vdso/extable.o
  CC      init/initramfs.o
  CC      kernel/cpu.o
  CC      mm/fadvise.o
  CC      arch/x86/entry/vdso/vdso64/vclock_gettime.o
  CC      init/calibrate.o
  CC      init/init_task.o
  VDSO    arch/x86/entry/vdso/vdso64/vdso64.so.dbg
  OBJCOPY arch/x86/entry/vdso/vdso64/vdso64.so
  VDSO2C  arch/x86/entry/vdso/vdso64/vdso64-image.c
  CC      arch/x86/entry/vdso/vdso64/vdso64-image.o
  CC      kernel/exit.o
  CC      mm/maccess.o
  AR      arch/x86/entry/vdso/vdso64/built-in.a
  AR      arch/x86/entry/vdso/built-in.a
  AR      arch/x86/entry/built-in.a
  CC      arch/x86/events/core.o
  CC      init/version.o
  CC      mm/page-writeback.o
  AR      init/built-in.a
  CC      mm/folio-compat.o
  CC      kernel/softirq.o
  CC      mm/readahead.o
  CC      arch/x86/events/probe.o
  CC      mm/folio.o
  CC      kernel/resource.o
  CC      arch/x86/events/utils.o
  CC      mm/truncate.o
  CC      mm/vmscan.o
  CC      kernel/sysctl.o
  CC      arch/x86/events/amd/core.o
  CC      mm/shrinker.o
  CC      kernel/capability.o
  CC      arch/x86/events/amd/lbr.o
  CC      mm/shmem.o
  CC      arch/x86/events/amd/ibs.o
  CC      kernel/ptrace.o
  CC      mm/util.o
  CC      mm/mmzone.o
